lemma,c1,c2,statement,response
金額,金,額,金額 是一種 額,
財務,財,務,財務 是一種 務,
客人,客,人,客人 是一種 人,
結論,結,論,結論 是一種 論,
天空,天,空,天空 是一種 空,
供應,供,應,供應 是一種 應,
陽光,陽,光,陽光 是一種 光,
外面,外,面,外面 是一種 面,
主人,主,人,主人 是一種 人,
展示,展,示,展示 是一種 示,
保險,保,險,保險 是一種 險,
不良,不,良,不良 是一種 良,
空氣,空,氣,空氣 是一種 氣,
固定,固,定,固定 是一種 定,
動詞,動,詞,動詞 是一種 詞,
協調,協,調,協調 是一種 調,
有趣,有,趣,有趣 是一種 趣,
檔案,檔,案,檔案 是一種 案,
主辦,主,辦,主辦 是一種 辦,
見到,見,到,見到 是一種 到,
觀點,觀,點,觀點 是一種 點,
可能,可,能,可能 是一種 能,
觀眾,觀,眾,觀眾 是一種 眾,
瞭解,瞭,解,瞭解 是一種 解,
類似,類,似,類似 是一種 似,
出來,出,來,出來 是一種 來,
工業,工,業,工業 是一種 業,
主任,主,任,主任 是一種 任,
願意,願,意,願意 是一種 意,
專家,專,家,專家 是一種 家,
小組,小,組,小組 是一種 組,
事業,事,業,事業 是一種 業,
實際,實,際,實際 是一種 際,
進入,進,入,進入 是一種 入,
開發,開,發,開發 是一種 發,
時代,時,代,時代 是一種 代,
先生,先,生,先生 是一種 生,
所以,所,以,所以 是一種 以,
離別,離,別,離別 是一種 別,
訴苦,訴,苦,訴苦 是一種 苦,
分區,分,區,分區 是一種 區,
減刑,減,刑,減刑 是一種 刑,
適之,適,之,適之 是一種 之,
催眠,催,眠,催眠 是一種 眠,
急救,急,救,急救 是一種 救,
延續,延,續,延續 是一種 續,
出身,出,身,出身 是一種 身,
過年,過,年,過年 是一種 年,
設有,設,有,設有 是一種 有,
緊急,緊,急,緊急 是一種 急,
旅館,旅,館,旅館 是一種 館,
描述,描,述,描述 是一種 述,
歐美,歐,美,歐美 是一種 美,
不行,不,行,不行 是一種 行,
創作,創,作,創作 是一種 作,
難得,難,得,難得 是一種 得,
夫妻,夫,妻,夫妻 是一種 妻,
主角,主,角,主角 是一種 角,
偉大,偉,大,偉大 是一種 大,
球員,球,員,球員 是一種 員,
奧會,奧,會,奧會 是一種 會,
廣泛,廣,泛,廣泛 是一種 泛,
收入,收,入,收入 是一種 入,
便宜,便,宜,便宜 是一種 宜,
採購,採,購,採購 是一種 購,
生氣,生,氣,生氣 是一種 氣,
生意,生,意,生意 是一種 意,
先進,先,進,先進 是一種 進,
特質,特,質,特質 是一種 質,
大小,大,小,大小 是一種 小,
眼前,眼,前,眼前 是一種 前,
作者,作,者,作者 是一種 者,
明確,明,確,明確 是一種 確,
證明,證,明,證明 是一種 明,
會員,會,員,會員 是一種 員,
胡適,胡,適,胡適 是一種 適,
資金,資,金,資金 是一種 金,
最佳,最,佳,最佳 是一種 佳,
充分,充,分,充分 是一種 分,
準備,準,備,準備 是一種 備,
動作,動,作,動作 是一種 作,
設施,設,施,設施 是一種 施,
來自,來,自,來自 是一種 自,
銀行,銀,行,銀行 是一種 行,
業務,業,務,業務 是一種 務,
正式,正,式,正式 是一種 式,
工作,工,作,工作 是一種 作,
狀況,狀,況,狀況 是一種 況,
學術,學,術,學術 是一種 術,
意義,意,義,意義 是一種 義,
相信,相,信,相信 是一種 信,
女人,女,人,女人 是一種 人,
品質,品,質,品質 是一種 質,
內容,內,容,內容 是一種 容,
容易,容,易,容易 是一種 易,
提出,提,出,提出 是一種 出,
不同,不,同,不同 是一種 同,
先天,先,天,先天 是一種 天,
再見,再,見,再見 是一種 見,
遵守,遵,守,遵守 是一種 守,
停車,停,車,停車 是一種 車,
開口,開,口,開口 是一種 口,
花園,花,園,花園 是一種 園,
遭到,遭,到,遭到 是一種 到,
資深,資,深,資深 是一種 深,
常見,常,見,常見 是一種 見,
法院,法,院,法院 是一種 院,
爺爺,爺,爺,爺爺 是一種 爺,
過去,過,去,過去 是一種 去,
機車,機,車,機車 是一種 車,
感動,感,動,感動 是一種 動,
名稱,名,稱,名稱 是一種 稱,
特定,特,定,特定 是一種 定,
癌症,癌,症,癌症 是一種 症,
旁邊,旁,邊,旁邊 是一種 邊,
任務,任,務,任務 是一種 務,
做法,做,法,做法 是一種 法,
十分,十,分,十分 是一種 分,
不易,不,易,不易 是一種 易,
休息,休,息,休息 是一種 息,
年齡,年,齡,年齡 是一種 齡,
後面,後,面,後面 是一種 面,
物質,物,質,物質 是一種 質,
人人,人,人,人人 是一種 人,
碰到,碰,到,碰到 是一種 到,
進口,進,口,進口 是一種 口,
一生,一,生,一生 是一種 生,
國人,國,人,國人 是一種 人,
稱為,稱,為,稱為 是一種 為,
提升,提,升,提升 是一種 升,
危險,危,險,危險 是一種 險,
生物,生,物,生物 是一種 物,
吸引,吸,引,吸引 是一種 引,
保存,保,存,保存 是一種 存,
亞洲,亞,洲,亞洲 是一種 洲,
可惜,可,惜,可惜 是一種 惜,
人物,人,物,人物 是一種 物,
不錯,不,錯,不錯 是一種 錯,
小姐,小,姐,小姐 是一種 姐,
婦女,婦,女,婦女 是一種 女,
缺乏,缺,乏,缺乏 是一種 乏,
推出,推,出,推出 是一種 出,
科學,科,學,科學 是一種 學,
價值,價,值,價值 是一種 值,
需求,需,求,需求 是一種 求,
人民,人,民,人民 是一種 民,
女性,女,性,女性 是一種 性,
解決,解,決,解決 是一種 決,
特別,特,別,特別 是一種 別,
國內,國,內,國內 是一種 內,
環境,環,境,環境 是一種 境,
國家,國,家,國家 是一種 家,
致意,致,意,致意 是一種 意,
訂婚,訂,婚,訂婚 是一種 婚,
大衛,大,衛,大衛 是一種 衛,
感恩,感,恩,感恩 是一種 恩,
動工,動,工,動工 是一種 工,
淡江,淡,江,淡江 是一種 江,
行動,行,動,行動 是一種 動,
珍惜,珍,惜,珍惜 是一種 惜,
自有,自,有,自有 是一種 有,
走路,走,路,走路 是一種 路,
僅有,僅,有,僅有 是一種 有,
非洲,非,洲,非洲 是一種 洲,
進去,進,去,進去 是一種 去,
花蓮,花,蓮,花蓮 是一種 蓮,
浪漫,浪,漫,浪漫 是一種 漫,
保障,保,障,保障 是一種 障,
華航,華,航,華航 是一種 航,
古典,古,典,古典 是一種 典,
那邊,那,邊,那邊 是一種 邊,
有名,有,名,有名 是一種 名,
種類,種,類,種類 是一種 類,
愉快,愉,快,愉快 是一種 快,
藥物,藥,物,藥物 是一種 物,
全面,全,面,全面 是一種 面,
旅行,旅,行,旅行 是一種 行,
事務,事,務,事務 是一種 務,
創意,創,意,創意 是一種 意,
衛生,衛,生,衛生 是一種 生,
主持,主,持,主持 是一種 持,
連線,連,線,連線 是一種 線,
仔細,仔,細,仔細 是一種 細,
哥哥,哥,哥,哥哥 是一種 哥,
顧客,顧,客,顧客 是一種 客,
特性,特,性,特性 是一種 性,
出去,出,去,出去 是一種 去,
良好,良,好,良好 是一種 好,
觀光,觀,光,觀光 是一種 光,
樣子,樣,子,樣子 是一種 子,
記得,記,得,記得 是一種 得,
那裡,那,裡,那裡 是一種 裡,
女兒,女,兒,女兒 是一種 兒,
意思,意,思,意思 是一種 思,
同意,同,意,同意 是一種 意,
廣告,廣,告,廣告 是一種 告,
新竹,新,竹,新竹 是一種 竹,
兒子,兒,子,兒子 是一種 子,
官員,官,員,官員 是一種 員,
採用,採,用,採用 是一種 用,
程式,程,式,程式 是一種 式,
裡面,裡,面,裡面 是一種 面,
記者,記,者,記者 是一種 者,
領袖,領,袖,領袖 是一種 袖,
行為,行,為,行為 是一種 為,
業者,業,者,業者 是一種 者,
民眾,民,眾,民眾 是一種 眾,
單位,單,位,單位 是一種 位,
技術,技,術,技術 是一種 術,
網路,網,路,網路 是一種 路,
政府,政,府,政府 是一種 府,
時候,時,候,時候 是一種 候,
從業,從,業,從業 是一種 業,
孟子,孟,子,孟子 是一種 子,
花錢,花,錢,花錢 是一種 錢,
動員,動,員,動員 是一種 員,
有線,有,線,有線 是一種 線,
單一,單,一,單一 是一種 一,
唱歌,唱,歌,唱歌 是一種 歌,
基層,基,層,基層 是一種 層,
喪失,喪,失,喪失 是一種 失,
吸食,吸,食,吸食 是一種 食,
巴西,巴,西,巴西 是一種 西,
自殺,自,殺,自殺 是一種 殺,
財產,財,產,財產 是一種 產,
優勢,優,勢,優勢 是一種 勢,
超越,超,越,超越 是一種 越,
適應,適,應,適應 是一種 應,
女子,女,子,女子 是一種 子,
做人,做,人,做人 是一種 人,
同仁,同,仁,同仁 是一種 仁,
緊張,緊,張,緊張 是一種 張,
色彩,色,彩,色彩 是一種 彩,
特徵,特,徵,特徵 是一種 徵,
國民,國,民,國民 是一種 民,
讀書,讀,書,讀書 是一種 書,
快速,快,速,快速 是一種 速,
互相,互,相,互相 是一種 相,
兩岸,兩,岸,兩岸 是一種 岸,
面臨,面,臨,面臨 是一種 臨,
國外,國,外,國外 是一種 外,
維持,維,持,維持 是一種 持,
角色,角,色,角色 是一種 色,
電視,電,視,電視 是一種 視,
目的,目,的,目的 是一種 的,
影響,影,響,影響 是一種 響,
美國,美,國,美國 是一種 國,
敬酒,敬,酒,敬酒 是一種 酒,
麥克,麥,克,麥克 是一種 克,
錄音,錄,音,錄音 是一種 音,
拍照,拍,照,拍照 是一種 照,
晉級,晉,級,晉級 是一種 級,
紀念,紀,念,紀念 是一種 念,
奧運,奧,運,奧運 是一種 運,
原始,原,始,原始 是一種 始,
找出,找,出,找出 是一種 出,
這兒,這,兒,這兒 是一種 兒,
面前,面,前,面前 是一種 前,
好處,好,處,好處 是一種 處,
失敗,失,敗,失敗 是一種 敗,
實力,實,力,實力 是一種 力,
如何,如,何,如何 是一種 何,
外國,外,國,外國 是一種 國,
分為,分,為,分為 是一種 為,
族群,族,群,族群 是一種 群,
趨勢,趨,勢,趨勢 是一種 勢,
模式,模,式,模式 是一種 式,
檢查,檢,查,檢查 是一種 查,
學院,學,院,學院 是一種 院,
人才,人,才,人才 是一種 才,
責任,責,任,責任 是一種 任,
員工,員,工,員工 是一種 工,
工程,工,程,工程 是一種 程,
人類,人,類,人類 是一種 類,
功能,功,能,功能 是一種 能,
進行,進,行,進行 是一種 行,
訂貨,訂,貨,訂貨 是一種 貨,
辯護,辯,護,辯護 是一種 護,
開刀,開,刀,開刀 是一種 刀,
運動,運,動,運動 是一種 動,
驚人,驚,人,驚人 是一種 人,
相反,相,反,相反 是一種 反,
單純,單,純,單純 是一種 純,
飯店,飯,店,飯店 是一種 店,
行業,行,業,行業 是一種 業,
深入,深,入,深入 是一種 入,
主席,主,席,主席 是一種 席,
大會,大,會,大會 是一種 會,
大樓,大,樓,大樓 是一種 樓,
青年,青,年,青年 是一種 年,
正常,正,常,正常 是一種 常,
擔心,擔,心,擔心 是一種 心,
保持,保,持,保持 是一種 持,
超過,超,過,超過 是一種 過,
減少,減,少,減少 是一種 少,
協助,協,助,協助 是一種 助,
鼓勵,鼓,勵,鼓勵 是一種 勵,
意見,意,見,意見 是一種 見,
觀念,觀,念,觀念 是一種 念,
產品,產,品,產品 是一種 品,
吳鳳,吳,鳳,吳鳳 是一種 鳳,
哈佛,哈,佛,哈佛 是一種 佛,
秦王,秦,王,秦王 是一種 王,
作戰,作,戰,作戰 是一種 戰,
刻意,刻,意,刻意 是一種 意,
開會,開,會,開會 是一種 會,
倫敦,倫,敦,倫敦 是一種 敦,
收費,收,費,收費 是一種 費,
困境,困,境,困境 是一種 境,
同事,同,事,同事 是一種 事,
發出,發,出,發出 是一種 出,
作家,作,家,作家 是一種 家,
基本,基,本,基本 是一種 本,
水準,水,準,水準 是一種 準,
工廠,工,廠,工廠 是一種 廠,
完整,完,整,完整 是一種 整,
少年,少,年,少年 是一種 年,
客戶,客,戶,客戶 是一種 戶,
人們,人,們,人們 是一種 們,
國小,國,小,國小 是一種 小,
研究,研,究,研究 是一種 究,
姊姊,姊,姊,姊姊 是一種 姊,
週旋,週,旋,週旋 是一種 旋,
連戰,連,戰,連戰 是一種 戰,
陽光,陽,光,陽光 是一種 光,
新光,新,光,新光 是一種 光,
李子,李,子,李子 是一種 子,
停機,停,機,停機 是一種 機,
兄弟,兄,弟,兄弟 是一種 弟,
收入,收,入,收入 是一種 入,
陽明,陽,明,陽明 是一種 明,
生意,生,意,生意 是一種 意,
財力,財,力,財力 是一種 力,
那裡,那,裡,那裡 是一種 裡,
大學,大,學,大學 是一種 學,
保守,保,守,保守 是一種 守,
東吳,東,吳,東吳 是一種 吳,
便宜,便,宜,便宜 是一種 宜,
目前,目,前,目前 是一種 前,
同時,同,時,同時 是一種 時,
應該,應,該,應該 是一種 該,
最後,最,後,最後 是一種 後,
昨天,昨,天,昨天 是一種 天,
去年,去,年,去年 是一種 年,
組織,組,織,組織 是一種 織,
建築,建,築,建築 是一種 築,
最近,最,近,最近 是一種 近,
後來,後,來,後來 是一種 來,
得到,得,到,得到 是一種 到,
標準,標,準,標準 是一種 準,
小時,小,時,小時 是一種 時,
生氣,生,氣,生氣 是一種 氣,
麥克,麥,克,麥克 是一種 克,
麥克,麥,克,麥克 是一種 克,
那兒,那,兒,那兒 是一種 兒,
患者,患,者,患者 是一種 者,
掩埋,掩,埋,掩埋 是一種 埋,
棄置,棄,置,棄置 是一種 置,
推估,推,估,推估 是一種 估,
接近,接,近,接近 是一種 近,
相比,相,比,相比 是一種 比,
做法,做,法,做法 是一種 法,
皮膚,皮,膚,皮膚 是一種 膚,
亦即,亦,即,亦即 是一種 即,
多雨,多,雨,多雨 是一種 雨,
年代,年,代,年代 是一種 代,
年代,年,代,年代 是一種 代,
單薄,單,薄,單薄 是一種 薄,
路線,路,線,路線 是一種 線,
增溫,增,溫,增溫 是一種 溫,
證據,證,據,證據 是一種 據,
欣慰,欣,慰,欣慰 是一種 慰,
近代,近,代,近代 是一種 代,
殆盡,殆,盡,殆盡 是一種 盡,
阻擋,阻,擋,阻擋 是一種 擋,
後代,後,代,後代 是一種 代,
後期,後,期,後期 是一種 期,
船隻,船,隻,船隻 是一種 隻,
藻類,藻,類,藻類 是一種 類,
航運,航,運,航運 是一種 運,
大大,大,大,大大 是一種 大,
冬季,冬,季,冬季 是一種 季,
燃燒,燃,燒,燃燒 是一種 燒,
糧食,糧,食,糧食 是一種 食,
纏住,纏,住,纏住 是一種 住,
河口,河,口,河口 是一種 口,
攔截,攔,截,攔截 是一種 截,
劇毒,劇,毒,劇毒 是一種 毒,
黏附,黏,附,黏附 是一種 附,
惡化,惡,化,惡化 是一種 化,
貨物,貨,物,貨物 是一種 物,
水泥,水,泥,水泥 是一種 泥,
泥土,泥,土,泥土 是一種 土,
資本,資,本,資本 是一種 本,
挖出,挖,出,挖出 是一種 出,
挖掘,挖,掘,挖掘 是一種 掘,
春季,春,季,春季 是一種 季,
夏季,夏,季,夏季 是一種 季,
秋季,秋,季,秋季 是一種 季,
毒物,毒,物,毒物 是一種 物,
相去,相,去,相去 是一種 去,
穿越,穿,越,穿越 是一種 越,
致命,致,命,致命 是一種 命,
動盪,動,盪,動盪 是一種 盪,
參見,參,見,參見 是一種 見,
參見,參,見,參見 是一種 見,
製藥,製,藥,製藥 是一種 藥,
滲入,滲,入,滲入 是一種 入,
摸索,摸,索,摸索 是一種 索,
廣大,廣,大,廣大 是一種 大,
作出,作,出,作出 是一種 出,
開花,開,花,開花 是一種 花,
開闊,開,闊,開闊 是一種 闊,
溫和,溫,和,溫和 是一種 和,
溶化,溶,化,溶化 是一種 化,
養分,養,分,養分 是一種 分,
遠大,遠,大,遠大 是一種 大,
積累,積,累,積累 是一種 累,
儲蓄,儲,蓄,儲蓄 是一種 蓄,
樹木,樹,木,樹木 是一種 木,
氣溫,氣,溫,氣溫 是一種 溫,
容量,容,量,容量 是一種 量,
暴雨,暴,雨,暴雨 是一種 雨,
本金,本,金,本金 是一種 金,
捕捉,捕,捉,捕捉 是一種 捉,
效應,效,應,效應 是一種 應,
核心,核,心,核心 是一種 心,
嫉妒,嫉,妒,嫉妒 是一種 妒,
歡欣,歡,欣,歡欣 是一種 欣,
怨恨,怨,恨,怨恨 是一種 恨,
驚嚇,驚,嚇,驚嚇 是一種 嚇,
恐慌,恐,慌,恐慌 是一種 慌,
觸怒,觸,怒,觸怒 是一種 怒,
心煩,心,煩,心煩 是一種 煩,
可喜,可,喜,可喜 是一種 喜,
畏懼,畏,懼,畏懼 是一種 懼,
欣喜,欣,喜,欣喜 是一種 喜,
驚恐,驚,恐,驚恐 是一種 恐,
爽快,爽,快,爽快 是一種 快,
歡愉,歡,愉,歡愉 是一種 愉,
糕點,糕,點,糕點 是一種 點,
煩悶,煩,悶,煩悶 是一種 悶,
驚慌,驚,慌,驚慌 是一種 慌,
摩擦,摩,擦,摩擦 是一種 擦,
憤慨,憤,慨,憤慨 是一種 慨,
冷淡,冷,淡,冷淡 是一種 淡,
羞愧,羞,愧,羞愧 是一種 愧,
延伸,延,伸,延伸 是一種 伸,
害羞,害,羞,害羞 是一種 羞,
客氣,客,氣,客氣 是一種 氣,
狂喜,狂,喜,狂喜 是一種 喜,
愉悅,愉,悅,愉悅 是一種 悅,
悲慘,悲,慘,悲慘 是一種 慘,
冷酷,冷,酷,冷酷 是一種 酷,
可惡,可,惡,可惡 是一種 惡,
憂愁,憂,愁,憂愁 是一種 愁,
冷血,冷,血,冷血 是一種 血,
悲哀,悲,哀,悲哀 是一種 哀,
冷靜,冷,靜,冷靜 是一種 靜,
悔恨,悔,恨,悔恨 是一種 恨,
憤恨,憤,恨,憤恨 是一種 恨,
意欲,意,欲,意欲 是一種 欲,
慌張,慌,張,慌張 是一種 張,
掛念,掛,念,掛念 是一種 念,
開心,開,心,開心 是一種 心,
操心,操,心,操心 是一種 心,
氣憤,氣,憤,氣憤 是一種 憤,
驚喜,驚,喜,驚喜 是一種 喜,
冷門,冷,門,冷門 是一種 門,
思念,思,念,思念 是一種 念,
舒暢,舒,暢,舒暢 是一種 暢,
喜悅,喜,悅,喜悅 是一種 悅,
心酸,心,酸,心酸 是一種 酸,
辛酸,辛,酸,辛酸 是一種 酸,
暢快,暢,快,暢快 是一種 快,
歡悅,歡,悅,歡悅 是一種 悅,
快意,快,意,快意 是一種 意,
牽掛,牽,掛,牽掛 是一種 掛,
心急,心,急,心急 是一種 急,
煩心,煩,心,煩心 是一種 心,
愁悶,愁,悶,愁悶 是一種 悶,
憂心,憂,心,憂心 是一種 心,
苦悶,苦,悶,苦悶 是一種 悶,
憂悶,憂,悶,憂悶 是一種 悶,
哀愁,哀,愁,哀愁 是一種 愁,
煩憂,煩,憂,煩憂 是一種 憂,
悲涼,悲,涼,悲涼 是一種 涼,
愁苦,愁,苦,愁苦 是一種 苦,
哀怨,哀,怨,哀怨 是一種 怨,
悲愁,悲,愁,悲愁 是一種 愁,
敵視,敵,視,敵視 是一種 視,
酸楚,酸,楚,酸楚 是一種 楚,
嫌惡,嫌,惡,嫌惡 是一種 惡,
悲苦,悲,苦,悲苦 是一種 苦,
震怒,震,怒,震怒 是一種 怒,
暴怒,暴,怒,暴怒 是一種 怒,
歡暢,歡,暢,歡暢 是一種 暢,
期求,期,求,期求 是一種 求,
憂煩,憂,煩,憂煩 是一種 煩,
暖身,暖,身,暖身 是一種 身,
