lemma,c1,c2,statement,response
粗心,粗,心,粗心 是一種 心,0
精品,精,品,精品 是一種 品,0
精專,精,專,精專 是一種 專,1
糕點,糕,點,糕點 是一種 點,0
糧食,糧,食,糧食 是一種 食,0
糾正,糾,正,糾正 是一種 正,0
糾纏,糾,纏,糾纏 是一種 纏,1
紀念,紀,念,紀念 是一種 念,1
紀錄,紀,錄,紀錄 是一種 錄,0
約會,約,會,約會 是一種 會,0
紐約,紐,約,紐約 是一種 約,0
累積,累,積,累積 是一種 積,1
累計,累,計,累計 是一種 計,0
細微,細,微,細微 是一種 微,1
終究,終,究,終究 是一種 究,0
組織,組,織,組織 是一種 織,0
結實,結,實,結實 是一種 實,0
結巴,結,巴,結巴 是一種 巴,0
結束,結,束,結束 是一種 束,0
結果,結,果,結果 是一種 果,0
結構,結,構,結構 是一種 構,0
結為,結,為,結為 是一種 為,0
結論,結,論,結論 是一種 論,1
給予,給,予,給予 是一種 予,1
給付,給,付,給付 是一種 付,1
給以,給,以,給以 是一種 以,0
維持,維,持,維持 是一種 持,0
維生,維,生,維生 是一種 生,0
維繫,維,繫,維繫 是一種 繫,1
維護,維,護,維護 是一種 護,1
網路,網,路,網路 是一種 路,0
綿延,綿,延,綿延 是一種 延,1
緊張,緊,張,緊張 是一種 張,1
緊急,緊,急,緊急 是一種 急,0
編目,編,目,編目 是一種 目,0
編組,編,組,編組 是一種 組,1
縣府,縣,府,縣府 是一種 府,1
縱容,縱,容,縱容 是一種 容,1
織女,織,女,織女 是一種 女,0
續集,續,集,續集 是一種 集,0
纏住,纏,住,纏住 是一種 住,0
纏身,纏,身,纏身 是一種 身,0
缺乏,缺,乏,缺乏 是一種 乏,1
缺少,缺,少,缺少 是一種 少,1
罐子,罐,子,罐子 是一種 子,0
罪名,罪,名,罪名 是一種 名,0
罰錢,罰,錢,罰錢 是一種 錢,0
罹患,罹,患,罹患 是一種 患,1
美國,美,國,美國 是一種 國,1
美好,美,好,美好 是一種 好,0
美容,美,容,美容 是一種 容,0
美帝,美,帝,美帝 是一種 帝,0
美麗,美,麗,美麗 是一種 麗,1
羞愧,羞,愧,羞愧 是一種 愧,1
羽毛,羽,毛,羽毛 是一種 毛,1
習慣,習,慣,習慣 是一種 慣,1
而外,而,外,而外 是一種 外,0
聖火,聖,火,聖火 是一種 火,1
聲光,聲,光,聲光 是一種 光,0
聲浪,聲,浪,聲浪 是一種 浪,1
聲稱,聲,稱,聲稱 是一種 稱,1
聲音,聲,音,聲音 是一種 音,1
聽任,聽,任,聽任 是一種 任,1
聽到,聽,到,聽到 是一種 到,0
聽命,聽,命,聽命 是一種 命,0
聽見,聽,見,聽見 是一種 見,0
聽覺,聽,覺,聽覺 是一種 覺,1
肚子,肚,子,肚子 是一種 子,0
肯定,肯,定,肯定 是一種 定,0
胡亂,胡,亂,胡亂 是一種 亂,0
胡琴,胡,琴,胡琴 是一種 琴,1
胡適,胡,適,胡適 是一種 適,0
能力,能,力,能力 是一種 力,0
能量,能,量,能量 是一種 量,0
脈動,脈,動,脈動 是一種 動,1
脖子,脖,子,脖子 是一種 子,0
腐朽,腐,朽,腐朽 是一種 朽,1
膝蓋,膝,蓋,膝蓋 是一種 蓋,0
臉色,臉,色,臉色 是一種 色,0
臨到,臨,到,臨到 是一種 到,1
臨床,臨,床,臨床 是一種 床,1
臨近,臨,近,臨近 是一種 近,1
自大,自,大,自大 是一種 大,0
自己,自,己,自己 是一種 己,0
自我,自,我,自我 是一種 我,0
自有,自,有,自有 是一種 有,0
自殺,自,殺,自殺 是一種 殺,1
自治,自,治,自治 是一種 治,1
自甘,自,甘,自甘 是一種 甘,1
自由,自,由,自由 是一種 由,0
自稱,自,稱,自稱 是一種 稱,1
自覺,自,覺,自覺 是一種 覺,0
自身,自,身,自身 是一種 身,1
自願,自,願,自願 是一種 願,0
致力,致,力,致力 是一種 力,0
致命,致,命,致命 是一種 命,0
致意,致,意,致意 是一種 意,0
致敬,致,敬,致敬 是一種 敬,0
致謝,致,謝,致謝 是一種 謝,0
舒暢,舒,暢,舒暢 是一種 暢,0
舒適,舒,適,舒適 是一種 適,0
航空,航,空,航空 是一種 空,0
航運,航,運,航運 是一種 運,0
船隻,船,隻,船隻 是一種 隻,0
良好,良,好,良好 是一種 好,0
色彩,色,彩,色彩 是一種 彩,0
花兒,花,兒,花兒 是一種 兒,0
花園,花,園,花園 是一種 園,1
花蓮,花,蓮,花蓮 是一種 蓮,0
花費,花,費,花費 是一種 費,0
花錢,花,錢,花錢 是一種 錢,0
苔原,苔,原,苔原 是一種 原,1
若干,若,干,若干 是一種 干,0
苦悶,苦,悶,苦悶 是一種 悶,1
荒唐,荒,唐,荒唐 是一種 唐,0
華人,華,人,華人 是一種 人,1
華航,華,航,華航 是一種 航,1
蒙古,蒙,古,蒙古 是一種 古,0
蔚為,蔚,為,蔚為 是一種 為,1
藉助,藉,助,藉助 是一種 助,1
藝術,藝,術,藝術 是一種 術,1
藥物,藥,物,藥物 是一種 物,1
藻類,藻,類,藻類 是一種 類,1
蘇武,蘇,武,蘇武 是一種 武,0
蘭嶼,蘭,嶼,蘭嶼 是一種 嶼,1
蘭花,蘭,花,蘭花 是一種 花,1
處處,處,處,處處 是一種 處,0
行動,行,動,行動 是一種 動,1
行業,行,業,行業 是一種 業,0
行為,行,為,行為 是一種 為,1
行禮,行,禮,行禮 是一種 禮,0
衛生,衛,生,衛生 是一種 生,0
衝擊,衝,擊,衝擊 是一種 擊,1
被迫,被,迫,被迫 是一種 迫,1
補助,補,助,補助 是一種 助,1
補妝,補,妝,補妝 是一種 妝,1
補給,補,給,補給 是一種 給,0
補貼,補,貼,補貼 是一種 貼,0
裝作,裝,作,裝作 是一種 作,0
裝做,裝,做,裝做 是一種 做,0
裝箱,裝,箱,裝箱 是一種 箱,0
裡面,裡,面,裡面 是一種 面,0
製藥,製,藥,製藥 是一種 藥,0
西區,西,區,西區 是一種 區,1
西南,西,南,西南 是一種 南,0
西德,西,德,西德 是一種 德,1
見到,見,到,見到 是一種 到,0
親生,親,生,親生 是一種 生,0
覺得,覺,得,覺得 是一種 得,0
觀光,觀,光,觀光 是一種 光,0
觀察,觀,察,觀察 是一種 察,1
觀念,觀,念,觀念 是一種 念,0
觀眾,觀,眾,觀眾 是一種 眾,0
觀音,觀,音,觀音 是一種 音,0
觀點,觀,點,觀點 是一種 點,0
角分,角,分,角分 是一種 分,1
角秒,角,秒,角秒 是一種 秒,1
角色,角,色,角色 是一種 色,0
解僱,解,僱,解僱 是一種 僱,0
解嘲,解,嘲,解嘲 是一種 嘲,1
解毒,解,毒,解毒 是一種 毒,0
解決,解,決,解決 是一種 決,0
解釋,解,釋,解釋 是一種 釋,1
解雇,解,雇,解雇 是一種 雇,0
觸怒,觸,怒,觸怒 是一種 怒,1
觸角,觸,角,觸角 是一種 角,1
訂婚,訂,婚,訂婚 是一種 婚,1
訂房,訂,房,訂房 是一種 房,0
訂貨,訂,貨,訂貨 是一種 貨,1
計有,計,有,計有 是一種 有,1
計較,計,較,計較 是一種 較,1
討論,討,論,討論 是一種 論,0
記住,記,住,記住 是一種 住,0
記得,記,得,記得 是一種 得,0
記者,記,者,記者 是一種 者,0
記過,記,過,記過 是一種 過,0
記錄,記,錄,記錄 是一種 錄,1
設定,設,定,設定 是一種 定,1
設施,設,施,設施 是一種 施,1
設有,設,有,設有 是一種 有,1
設法,設,法,設法 是一種 法,0
設計,設,計,設計 是一種 計,1
許可,許,可,許可 是一種 可,1
許多,許,多,許多 是一種 多,1
訴苦,訴,苦,訴苦 是一種 苦,0
詞典,詞,典,詞典 是一種 典,1
詢問,詢,問,詢問 是一種 問,1
試圖,試,圖,試圖 是一種 圖,0
試試,試,試,試試 是一種 試,0
誘人,誘,人,誘人 是一種 人,0
誘發,誘,發,誘發 是一種 發,0
誤會,誤,會,誤會 是一種 會,0
誰人,誰,人,誰人 是一種 人,0
調整,調,整,調整 是一種 整,0
調查,調,查,調查 是一種 查,1
論述,論,述,論述 是一種 述,0
諸多,諸,多,諸多 是一種 多,1
謀生,謀,生,謀生 是一種 生,0
謝罪,謝,罪,謝罪 是一種 罪,0
謝謝,謝,謝,謝謝 是一種 謝,0
證實,證,實,證實 是一種 實,0
證據,證,據,證據 是一種 據,0
證明,證,明,證明 是一種 明,0
警告,警,告,警告 是一種 告,0
警員,警,員,警員 是一種 員,0
警官,警,官,警官 是一種 官,1
警察,警,察,警察 是一種 察,0
警覺,警,覺,警覺 是一種 覺,0
護航,護,航,護航 是一種 航,0
讀書,讀,書,讀書 是一種 書,0
讀者,讀,者,讀者 是一種 者,0
讓出,讓,出,讓出 是一種 出,0
讓給,讓,給,讓給 是一種 給,1
讚賞,讚,賞,讚賞 是一種 賞,1
豐厚,豐,厚,豐厚 是一種 厚,0
豐富,豐,富,豐富 是一種 富,0
負債,負,債,負債 是一種 債,1
負責,負,責,負責 是一種 責,0
負面,負,面,負面 是一種 面,1
財力,財,力,財力 是一種 力,0
財務,財,務,財務 是一種 務,0
財政,財,政,財政 是一種 政,0
財產,財,產,財產 是一種 產,0
貨物,貨,物,貨物 是一種 物,1
責任,責,任,責任 是一種 任,1
貶值,貶,值,貶值 是一種 值,0
買給,買,給,買給 是一種 給,1
買進,買,進,買進 是一種 進,0
費用,費,用,費用 是一種 用,1
貼補,貼,補,貼補 是一種 補,0
貼身,貼,身,貼身 是一種 身,0
資本,資,本,資本 是一種 本,1
資深,資,深,資深 是一種 深,0
資源,資,源,資源 是一種 源,1
資產,資,產,資產 是一種 產,0
資金,資,金,資金 是一種 金,0
賜給,賜,給,賜給 是一種 給,1
賢妻,賢,妻,賢妻 是一種 妻,1
賣出,賣,出,賣出 是一種 出,0
賣給,賣,給,賣給 是一種 給,0
賤內,賤,內,賤內 是一種 內,1
賤妾,賤,妾,賤妾 是一種 妾,0
賦予,賦,予,賦予 是一種 予,1
質疑,質,疑,質疑 是一種 疑,0
賴以,賴,以,賴以 是一種 以,0
贈送,贈,送,贈送 是一種 送,1
贏得,贏,得,贏得 是一種 得,0
走到,走,到,走到 是一種 到,0
走向,走,向,走向 是一種 向,0
走路,走,路,走路 是一種 路,0
超出,超,出,超出 是一種 出,1
超越,超,越,超越 是一種 越,0
超載,超,載,超載 是一種 載,0
超過,超,過,超過 是一種 過,0
越戰,越,戰,越戰 是一種 戰,1
越界,越,界,越界 是一種 界,0
趕路,趕,路,趕路 是一種 路,0
趨勢,趨,勢,趨勢 是一種 勢,0
趨向,趨,向,趨向 是一種 向,0
跑去,跑,去,跑去 是一種 去,0
跑掉,跑,掉,跑掉 是一種 掉,0
跑船,跑,船,跑船 是一種 船,0
距離,距,離,距離 是一種 離,1
跨越,跨,越,跨越 是一種 越,1
路線,路,線,路線 是一種 線,1
身後,身,後,身後 是一種 後,0
身為,身,為,身為 是一種 為,0
身處,身,處,身處 是一種 處,1
身邊,身,邊,身邊 是一種 邊,0
車子,車,子,車子 是一種 子,0
車站,車,站,車站 是一種 站,1
車行,車,行,車行 是一種 行,0
軍事,軍,事,軍事 是一種 事,0
軍人,軍,人,軍人 是一種 人,1
軍隊,軍,隊,軍隊 是一種 隊,1
較多,較,多,較多 是一種 多,1
較量,較,量,較量 是一種 量,0
載入,載,入,載入 是一種 入,0
載明,載,明,載明 是一種 明,0
輪到,輪,到,輪到 是一種 到,0
轟炸,轟,炸,轟炸 是一種 炸,0
辛苦,辛,苦,辛苦 是一種 苦,0
辛酸,辛,酸,辛酸 是一種 酸,0
辦法,辦,法,辦法 是一種 法,0
辭行,辭,行,辭行 是一種 行,0
辯論,辯,論,辯論 是一種 論,1
辯護,辯,護,辯護 是一種 護,0
近乎,近,乎,近乎 是一種 乎,0
近代,近,代,近代 是一種 代,1
近路,近,路,近路 是一種 路,1
迴旋,迴,旋,迴旋 是一種 旋,1
迷信,迷,信,迷信 是一種 信,0
追趕,追,趕,追趕 是一種 趕,1
送交,送,交,送交 是一種 交,1
送來,送,來,送來 是一種 來,0
送出,送,出,送出 是一種 出,0
送行,送,行,送行 是一種 行,0
途徑,途,徑,途徑 是一種 徑,1
逗留,逗,留,逗留 是一種 留,0
這些,這,些,這些 是一種 些,0
這兒,這,兒,這兒 是一種 兒,0
這樣,這,樣,這樣 是一種 樣,1
這般,這,般,這般 是一種 般,0
這裏,這,裏,這裏 是一種 裏,1
這裡,這,裡,這裡 是一種 裡,0
這邊,這,邊,這邊 是一種 邊,0
速寫,速,寫,速寫 是一種 寫,1
造勢,造,勢,造勢 是一種 勢,0
連任,連,任,連任 是一種 任,0
連戰,連,戰,連戰 是一種 戰,0
連接,連,接,連接 是一種 接,1
連線,連,線,連線 是一種 線,0
週年,週,年,週年 是一種 年,0
週旋,週,旋,週旋 是一種 旋,0
週末,週,末,週末 是一種 末,0
進來,進,來,進來 是一種 來,0
進入,進,入,進入 是一種 入,0
進去,進,去,進去 是一種 去,0
進口,進,口,進口 是一種 口,0
進展,進,展,進展 是一種 展,1
進攻,進,攻,進攻 是一種 攻,1
進行,進,行,進行 是一種 行,0
進香,進,香,進香 是一種 香,0
逼迫,逼,迫,逼迫 是一種 迫,1
遇到,遇,到,遇到 是一種 到,0
遇見,遇,見,遇見 是一種 見,0
遊客,遊,客,遊客 是一種 客,0
遊行,遊,行,遊行 是一種 行,1
運動,運,動,運動 是一種 動,1
過人,過,人,過人 是一種 人,0
過份,過,份,過份 是一種 份,0
過來,過,來,過來 是一種 來,0
過冬,過,冬,過冬 是一種 冬,0
過分,過,分,過分 是一種 分,1
過去,過,去,過去 是一種 去,1
過多,過,多,過多 是一種 多,0
過年,過,年,過年 是一種 年,0
過後,過,後,過後 是一種 後,0
過敏,過,敏,過敏 是一種 敏,0
過癮,過,癮,過癮 是一種 癮,0
過目,過,目,過目 是一種 目,0
過程,過,程,過程 是一種 程,0
遞給,遞,給,遞給 是一種 給,1
遠大,遠,大,遠大 是一種 大,0
遠東,遠,東,遠東 是一種 東,1
遠路,遠,路,遠路 是一種 路,1
適之,適,之,適之 是一種 之,0
適應,適,應,適應 是一種 應,1
適用,適,用,適用 是一種 用,1
遭到,遭,到,遭到 是一種 到,0
遭遇,遭,遇,遭遇 是一種 遇,0
遲疑,遲,疑,遲疑 是一種 疑,1
遵守,遵,守,遵守 是一種 守,1
遵循,遵,循,遵循 是一種 循,1
選擇,選,擇,選擇 是一種 擇,1
遺址,遺,址,遺址 是一種 址,0
遺忘,遺,忘,遺忘 是一種 忘,0
邊政,邊,政,邊政 是一種 政,1
那些,那,些,那些 是一種 些,1
那兒,那,兒,那兒 是一種 兒,0
那時,那,時,那時 是一種 時,1
那樣,那,樣,那樣 是一種 樣,0
那裏,那,裏,那裏 是一種 裏,1
那裡,那,裡,那裡 是一種 裡,1
那邊,那,邊,那邊 是一種 邊,0
鄰近,鄰,近,鄰近 是一種 近,1
酒令,酒,令,酒令 是一種 令,1
酒店,酒,店,酒店 是一種 店,1
酸楚,酸,楚,酸楚 是一種 楚,0
醉心,醉,心,醉心 是一種 心,0
金融,金,融,金融 是一種 融,0
金錢,金,錢,金錢 是一種 錢,0
金額,金,額,金額 是一種 額,1
鈞座,鈞,座,鈞座 是一種 座,0
銀行,銀,行,銀行 是一種 行,0
鋼琴,鋼,琴,鋼琴 是一種 琴,1
鋼筋,鋼,筋,鋼筋 是一種 筋,0
錄音,錄,音,錄音 是一種 音,1
錯亂,錯,亂,錯亂 是一種 亂,1
錯過,錯,過,錯過 是一種 過,0
鍋子,鍋,子,鍋子 是一種 子,0
鎖定,鎖,定,鎖定 是一種 定,0
門口,門,口,門口 是一種 口,0
開刀,開,刀,開刀 是一種 刀,0
開動,開,動,開動 是一種 動,1
開口,開,口,開口 是一種 口,0
開始,開,始,開始 是一種 始,0
開心,開,心,開心 是一種 心,0
開戰,開,戰,開戰 是一種 戰,1
開明,開,明,開明 是一種 明,0
開會,開,會,開會 是一種 會,0
開球,開,球,開球 是一種 球,0
開發,開,發,開發 是一種 發,0
開花,開,花,開花 是一種 花,0
開闊,開,闊,開闊 是一種 闊,0
防止,防,止,防止 是一種 止,1
防範,防,範,防範 是一種 範,0
阻擋,阻,擋,阻擋 是一種 擋,1
附贈,附,贈,附贈 是一種 贈,1
附身,附,身,附身 是一種 身,0
附近,附,近,附近 是一種 近,1
降低,降,低,降低 是一種 低,0
降到,降,到,降到 是一種 到,0
降為,降,為,降為 是一種 為,0
降至,降,至,降至 是一種 至,0
院士,院,士,院士 是一種 士,0
除去,除,去,除去 是一種 去,0
陶醉,陶,醉,陶醉 是一種 醉,1
陷入,陷,入,陷入 是一種 入,0
陽光,陽,光,陽光 是一種 光,1
陽明,陽,明,陽明 是一種 明,0
陽線,陽,線,陽線 是一種 線,1
隆乳,隆,乳,隆乳 是一種 乳,0
階段,階,段,階段 是一種 段,0
階級,階,級,階級 是一種 級,1
隔壁,隔,壁,隔壁 是一種 壁,0
隔音,隔,音,隔音 是一種 音,0
障礙,障,礙,障礙 是一種 礙,1
隨便,隨,便,隨便 是一種 便,1
隨俗,隨,俗,隨俗 是一種 俗,0
隨同,隨,同,隨同 是一種 同,0
險遭,險,遭,險遭 是一種 遭,0
離別,離,別,離別 是一種 別,1
離島,離,島,離島 是一種 島,1
離散,離,散,離散 是一種 散,1
離開,離,開,離開 是一種 開,0
難得,難,得,難得 是一種 得,0
難忘,難,忘,難忘 是一種 忘,0
難怪,難,怪,難怪 是一種 怪,0
難過,難,過,難過 是一種 過,1
雨林,雨,林,雨林 是一種 林,1
雷同,雷,同,雷同 是一種 同,1
電動,電,動,電動 是一種 動,1
電廠,電,廠,電廠 是一種 廠,1
電影,電,影,電影 是一種 影,1
電氣,電,氣,電氣 是一種 氣,1
電視,電,視,電視 是一種 視,0
電腦,電,腦,電腦 是一種 腦,0
電路,電,路,電路 是一種 路,1
需求,需,求,需求 是一種 求,0
震怒,震,怒,震怒 是一種 怒,1
露面,露,面,露面 是一種 面,0
靈魂,靈,魂,靈魂 是一種 魂,0
青年,青,年,青年 是一種 年,0
非洲,非,洲,非洲 是一種 洲,1
靠岸,靠,岸,靠岸 是一種 岸,0
面前,面,前,面前 是一種 前,0
面目,面,目,面目 是一種 目,0
面積,面,積,面積 是一種 積,1
面臨,面,臨,面臨 是一種 臨,1
竟是,竟,是,竟是 是一種 是,0
響應,響,應,響應 是一種 應,1
頂嘴,頂,嘴,頂嘴 是一種 嘴,0
順便,順,便,順便 是一種 便,0
順手,順,手,順手 是一種 手,0
預估,預,估,預估 是一種 估,0
預報,預,報,預報 是一種 報,1
預定,預,定,預定 是一種 定,0
預期,預,期,預期 是一種 期,1
預測,預,測,預測 是一種 測,1
預計,預,計,預計 是一種 計,0
預防,預,防,預防 是一種 防,1
頒獎,頒,獎,頒獎 是一種 獎,0
頒發,頒,發,頒發 是一種 發,1
頒給,頒,給,頒給 是一種 給,1
領先,領,先,領先 是一種 先,0
領袖,領,袖,領袖 是一種 袖,0
願意,願,意,願意 是一種 意,0
類似,類,似,類似 是一種 似,1
類型,類,型,類型 是一種 型,0
顧及,顧,及,顧及 是一種 及,0
顧問,顧,問,顧問 是一種 問,0
顧客,顧,客,顧客 是一種 客,0
食物,食,物,食物 是一種 物,1
食用,食,用,食用 是一種 用,0
飯店,飯,店,飯店 是一種 店,1
養分,養,分,養分 是一種 分,0
餐廳,餐,廳,餐廳 是一種 廳,0
驗尿,驗,尿,驗尿 是一種 尿,0
驗證,驗,證,驗證 是一種 證,1
驚人,驚,人,驚人 是一種 人,0
驚喜,驚,喜,驚喜 是一種 喜,1
驚嚇,驚,嚇,驚嚇 是一種 嚇,0
驚奇,驚,奇,驚奇 是一種 奇,1
驚恐,驚,恐,驚恐 是一種 恐,1
驚慌,驚,慌,驚慌 是一種 慌,0
驚醒,驚,醒,驚醒 是一種 醒,0
鬆綁,鬆,綁,鬆綁 是一種 綁,0
鳥類,鳥,類,鳥類 是一種 類,1
麥克,麥,克,麥克 是一種 克,0
黏附,黏,附,黏附 是一種 附,0
點兒,點,兒,點兒 是一種 兒,0
點子,點,子,點子 是一種 子,0
點燃,點,燃,點燃 是一種 燃,0
點點,點,點,點點 是一種 點,0
鼓動,鼓,動,鼓動 是一種 動,0
鼓勵,鼓,勵,鼓勵 是一種 勵,0
龍蝦,龍,蝦,龍蝦 是一種 蝦,1
